node,weighted_degree,betweenness_centrality,pagerank,org_name
organization_678,46,0.0023871162167259027,0.0010913843123134615,Australian National University
organization_600,45,0.004166105902035919,0.0010873161861531283,Harbin Institute of Technology
organization_155,44,0.003094458845003128,0.0010664085346347003,ByteDance
organization_329,46,0.0030565370313694698,0.0010593181654661233,Westlake University
organization_382,51,0.001504805623816769,0.0010534171646338472,Shanghai AI Lab
organization_358,50,0.0021973895019405604,0.0010344189536663545,Institute for Advanced Computer Studies
organization_890,49,0.0037541699375849362,0.0010232159692439029,University of Hong Kong
organization_384,45,0.0024334933765136763,0.0010204429057032967,UT Austin
organization_747,61,0.002758169355663745,0.0010144671404387377,University of Trento
organization_202,53,0.004333958821339697,0.001012389578973042,Amazon
organization_72,64,0.0020635167109476207,0.0009998437815800258,Intel Labs
organization_122,45,0.0031652249025554656,0.0009981782221379876,University of Michigan
organization_584,64,0.0008882182749812799,0.0009872580827249046,Intel
organization_119,44,0.004223693359583939,0.0009861622048422962,Apple
organization_214,36,0.006577037576113631,0.0009668014686378886,ETH Zürich
organization_810,46,0.0031281669070960996,0.0009594783159428255,"University of California, Santa Barbara"
organization_465,43,0.0037694443080362704,0.0009538261237529913,University of Illinois at Urbana-Champaign
organization_1422,45,0.0010165412215481435,0.0009484239520085206,Shanghai Jiaotong University
organization_716,42,0.002730294999491076,0.0009279807111645762,Université de Montréal
organization_691,29,0.002372191725279426,0.0009241969524173161,Skoltech
organization_1504,42,0.004438339058659173,0.0009241330262614526,IBM Research
organization_2066,59,0.0021114575290230547,0.0009206706341374743,Contextual AI
organization_74,42,0.0016769437995795802,0.0009189520360724652,Tel Aviv University
organization_2134,62,0.001731459804210918,0.0009013658853655879,UCSB
organization_314,45,0.001587961527096226,0.0008983055428780952,Snap Inc.
organization_44,34,0.004673459400449076,0.0008975987300483757,The Hong Kong Polytechnic University
organization_778,39,0.003976462626034741,0.0008970222022473095,Rutgers University
organization_692,25,0.0004315959055090076,0.0008932941703137849,AIRI
organization_525,40,0.002998984595429522,0.0008847267436450894,Anthropic
organization_91,35,0.003797102230080695,0.0008824566766872136,University of Amsterdam
organization_565,39,0.004345115847879874,0.0008722881113797066,UCLA
organization_2119,57,0.0008179987249653118,0.0008693481607782937,"FAIR, Meta"
organization_2131,58,0.0008579330786485952,0.0008639288231324458,Illinois Institute of Technology
organization_745,45,0.0019432621791634806,0.0008599827849002736,Sea AI Lab
organization_1375,39,0.001547108446240929,0.0008536363647858934,Tongji University
organization_646,40,0.0011862559945479676,0.0008321703710691845,Tencent
organization_918,35,0.0019929827551451776,0.000829208095590647,Beijing Academy of Artificial Intelligence
organization_255,32,0.004882850582518462,0.0008242350461169713,University of California
organization_832,35,0.004192353399781535,0.0008183066907500801,Sun Yat-sen University
organization_276,39,0.002076827928647316,0.0008024845243369756,"University of California, Santa Cruz"
organization_469,26,0.003702500672271626,0.0008014107719497485,Peng Cheng Laboratory
organization_877,51,0.0013041439873668471,0.0007984048852411542,Cerebras Systems
organization_1439,33,0.001742188222736372,0.0007939178245898524,CUHK MMLab
organization_594,32,0.00116692246013091,0.0007913434284884379,FAIR
organization_8,33,0.002426783018134116,0.0007884393470230652,University of Surrey
organization_717,54,0.0007175442912847103,0.0007860648445397967,Polytechnique Montreal
organization_835,54,0.0011889749758968449,0.0007820305886592453,Caltech
organization_1230,54,0.0006503265659235987,0.0007818920793931831,Lawrence Livermore National Laboratory
organization_60,29,0.0030807031023154813,0.0007795675802602271,Northwestern Polytechnical University
organization_524,39,0.0013800373477011383,0.0007754796443862476,University of Chicago
organization_1820,33,0.0018102471927559528,0.0007703897522584798,Aalto University
organization_483,31,0.002022186667410886,0.000762281793749458,University of Technology Sydney
organization_123,35,0.0007087486248065702,0.0007612861706501077,"ARC Lab, Tencent PCG"
organization_1374,30,0.0031790268377558327,0.000751111363894918,Nankai University
organization_2374,48,0.0004363206811900139,0.0007461893535597754,Capital One
organization_1451,46,0.001202085399849036,0.0007455261203104193,Toyota Research Institute
organization_196,30,0.0014883150367568342,0.0007441205498500942,University of Tübingen
organization_58,30,0.0027498623305263425,0.0007378189140402805,ByteDance Inc.
organization_2369,47,0.00034162680535369057,0.0007287425627953383,NAIST
organization_352,30,0.002033100316835851,0.0007278111919815908,City University of Hong Kong
organization_288,33,0.0023007367638612775,0.0007215062990812798,Wuhan University
organization_79,32,0.001593906995866358,0.0007202036929621767,"Bethesda, MD, USA"
organization_1009,32,0.0016508981890548415,0.0007091685947125802,Stony Brook University
organization_601,30,0.002157794864471539,0.0007015109037261242,Beijing University of Posts and Telecommunications
organization_987,33,0.0019259044138623456,0.0007008188452726331,Pennsylvania State University
organization_553,38,0.0006073766225732455,0.0006944404867562805,Nvidia
organization_763,33,0.0013208069027312985,0.0006884085938900763,East China Normal University
organization_45,35,0.002287303114324713,0.0006772296890296538,UC Santa Cruz
organization_193,24,0.0026778094818499737,0.0006756251796271096,The University of Tokyo
organization_1151,30,0.0020449374720285136,0.0006731422332671663,Mohamed bin Zayed University of Artificial Intelligence
organization_638,23,0.002225551551203098,0.0006705674032883306,Singapore Management University
organization_2120,48,0.00010211189293149486,0.0006701284845994242,DFKI & Hessian.AI
organization_2132,48,0.00010211189293149486,0.0006701284845994242,Credo AI
organization_2116,48,0.00010211189293149486,0.0006701284845994242,LF AI & Data
organization_2140,48,0.00010211189293149486,0.0006701284845994242,Context Fund
organization_2128,48,0.00010211189293149486,0.0006701284845994242,Project Humanit.ai
organization_2133,48,0.00010211189293149486,0.0006701284845994242,Vijil
organization_2115,48,0.00010211189293149486,0.0006701284845994242,Center for Security and Emerging Technology
organization_2117,48,0.00010211189293149486,0.0006701284845994242,Nike
organization_2129,48,0.00010211189293149486,0.0006701284845994242,Nutanix
organization_2139,48,0.00010211189293149486,0.0006701284845994242,Reins AI
organization_2123,48,0.00010211189293149486,0.0006701284845994242,Digital Safety Research Institute
organization_2126,48,0.00010211189293149486,0.0006701284845994242,Public Authority for Applied Education and Training of Kuwait
organization_2137,48,0.00010211189293149486,0.0006701284845994242,Dotphoton
organization_2135,48,0.00010211189293149486,0.0006701284845994242,TU Eindhoven
organization_2141,48,0.00010211189293149486,0.0006701284845994242,Juniper Networks
organization_2130,48,0.00010211189293149486,0.0006701284845994242,RAND
organization_2122,48,0.00010211189293149486,0.0006701284845994242,Coactive AI
organization_2136,48,0.00010211189293149486,0.0006701284845994242,IIT Delhi
organization_951,48,0.00010211189293149486,0.0006701284845994242,University of York
organization_2118,48,0.00010211189293149486,0.0006701284845994242,Commn Ground
organization_2127,48,0.00010211189293149486,0.0006701284845994242,Nebius AI
organization_2138,48,0.00010211189293149486,0.0006701284845994242,SaferAI
organization_2125,48,0.00010211189293149486,0.0006701284845994242,Ethriva
organization_2124,48,0.00010211189293149486,0.0006701284845994242,Consumer Reports
organization_2121,48,0.00010211189293149486,0.0006701284845994242,"Qualcomm Technologies, Inc."
organization_216,23,0.002517513795838035,0.0006689860489253925,KAIST AI
organization_2361,42,0.00082574398716809,0.0006659063164760523,NUS
organization_713,33,0.0010824488833014768,0.0006624062926958304,Canada CIFAR AI Chair
organization_1254,16,0.004007105587162517,0.0006587448772406645,Germany
organization_1372,32,0.000621390487852784,0.000658662243155741,USTC
organization_846,32,0.0006089754382367509,0.0006585417903023183,University of Rochester
organization_549,21,0.0016459761151601038,0.0006530505051858624,Sapienza University of Rome
organization_398,26,0.0032908406846121467,0.0006495914221344843,Duke University
organization_1416,22,0.0022250964899940945,0.0006494529028950339,FAIR at Meta
organization_195,32,0.0005293555473485355,0.0006483440825733081,Tübingen AI Center
organization_1337,38,0.001286007312975012,0.0006404334633482023,Beijing Academy of Artificial Intelligence (BAAI)
organization_1384,28,0.0005735487445350451,0.0006365508746243132,Mohamed bin Zayed University of AI
organization_489,27,0.0019341630830150207,0.0006323840370541692,University of California San Diego
organization_127,27,0.0015680605928876275,0.0006319780690225562,The University of Texas at Austin
organization_354,24,0.0039555762771765835,0.0006313745156668771,LMU Munich
organization_364,19,0.005319771963002816,0.0006309443790821134,Korea University
organization_273,23,0.004265773158103959,0.0006240795923625614,EPFL
organization_916,25,0.0016853761409521334,0.0006209148335251982,University of Electronic Science and Technology of China
organization_232,30,0.001593865732573803,0.000619552579098931,University of Massachusetts Amherst
organization_2103,8,2.9738547610968647e-06,0.0006190672968173164,"Singapore University of Technology and Design, Singapore"
organization_1025,20,0.004895480012921614,0.0006187004576987292,HKUST(GZ)
organization_443,27,0.0011023550080019233,0.0006184046862718707,The University of Sydney
organization_762,27,0.0023989967214003154,0.0006155389424010654,Chinese University of Hong Kong
organization_668,33,0.0007197261916811876,0.0006111179780934342,Ohio State University
organization_470,30,0.0013097439511362708,0.0006088981077577301,"University of Maryland, College Park"
organization_311,38,0.0009634247175573361,0.0006076992787895482,Tohoku University
organization_1071,27,0.000701550400993428,0.0005954638383581485,Mila
organization_106,38,0.00025289868334718617,0.0005923485049977634,Monash University Indonesia
organization_185,25,0.001701132562402743,0.0005920371602716123,Generative AI Research Lab (GAIR)
organization_855,21,0.0009920477515229092,0.0005915701572451405,Tianjin University
organization_683,26,0.0013455600471791703,0.0005910282765188337,University
organization_910,25,0.00043094231126397523,0.0005860648205179564,Linköping University
organization_476,22,0.0012053991240196067,0.0005793628615803954,Harvard Medical School
organization_640,24,0.0012036027329252958,0.0005711628047546729,OpenAI
organization_1243,27,0.0009298417297453527,0.0005692176027678502,Technical University of Darmstadt
organization_1644,24,0.001132784172585797,0.0005688857929319425,Beijing Jiaotong University
organization_736,36,0.00038038887057169774,0.0005688536333515234,VISTEC
organization_671,35,0.001920921553530244,0.0005599091421790028,Queensland University of Technology
organization_967,23,0.0017973619869386156,0.000557655323823168,School of Computer Science
organization_582,27,0.0007135500366822391,0.000556703950358891,Max Planck Institute for Intelligent Systems
organization_355,22,0.0017817501621067119,0.0005469557357268959,Munich Center for Machine Learning
organization_444,22,0.0013870107647285781,0.0005409269147531481,Baidu Inc.
organization_670,17,0.0017508140855980192,0.0005403560944087485,University of Adelaide
organization_1822,17,4.7290858040390193e-05,0.0005395757632867126,Université Paris-Saclay
organization_2386,22,0.0006082461288458258,0.0005393568754140869,Amazon GenAI
organization_759,18,0.0021498883844004706,0.0005364613881401324,USA
organization_1078,23,0.0046528087525108735,0.0005357266676215501,Salesforce Research
organization_335,25,0.0010442117676348396,0.0005356953119199571,"University of California, San Diego"
organization_1146,5,1.0408491663839025e-06,0.0005328103097761455,"Department of Computer Science and Technology, Tsinghua University, Beijing, China"
organization_403,25,0.0007010109209517043,0.0005315908754998395,UIUC
organization_986,25,0.0007450199330497929,0.00053094084161171,Corporation
organization_1052,22,0.0008357298077119887,0.0005302274817877398,Southeast University
organization_887,18,0.003642757451711936,0.0005269286128970881,Independent Researcher
organization_494,23,0.0022500835026685656,0.0005264159565143818,Kuaishou Technology
organization_501,18,0.002914559703395061,0.0005248933560797526,Meituan
organization_338,25,0.00045924430330359105,0.0005194670611935653,NYU
organization_361,17,0.0015347339274524622,0.000518520043812118,University of Sydney
organization_1075,20,0.0011140187853471044,0.0005166469409084511,BUPT
organization_468,18,0.0020083484016217186,0.0005165499490993603,Sony AI
organization_344,24,0.000426806479261178,0.0005138514102904713,The Alan Turing Institute
organization_130,18,0.0015137042440500424,0.0005116496994743393,Shenzhen University
organization_404,20,0.000744453569407016,0.0005061867396318723,Georgia Tech
organization_645,21,0.0017383290483157512,0.0005049674668648349,Michigan State University
organization_739,22,0.0005812490678967901,0.0005045018902050548,"S-Lab, Nanyang Technological University"
organization_133,20,0.0017722343769408359,0.0005031143105851042,South China University of Technology
organization_974,19,0.00417321627186431,0.0004991344072122188,UNC Chapel Hill
organization_2365,33,8.985875414615848e-06,0.0004981937341526344,Bering Lab
organization_2367,33,8.985875414615848e-06,0.0004981937341526344,IndoNLP
organization_2358,33,8.985875414615848e-06,0.0004981937341526344,Works Applications Lab
organization_2357,33,8.985875414615848e-06,0.0004981937341526344,University of Bath
organization_2372,33,8.985875414615848e-06,0.0004981937341526344,Institut Teknologi Bandung
organization_2363,33,8.985875414615848e-06,0.0004981937341526344,MOHT
organization_2370,33,8.985875414615848e-06,0.0004981937341526344,Universitas Indonesia
organization_2368,33,8.985875414615848e-06,0.0004981937341526344,Universitas Gadjeng Mada
organization_2373,33,8.985875414615848e-06,0.0004981937341526344,Samsung Research Philippines
organization_2371,33,8.985875414615848e-06,0.0004981937341526344,National University Philippines
organization_2364,33,8.985875414615848e-06,0.0004981937341526344,Prosa.ai
organization_2362,33,8.985875414615848e-06,0.0004981937341526344,AI Singapore
organization_2359,33,8.985875414615848e-06,0.0004981937341526344,Universitas Diponegoro
organization_2360,33,8.985875414615848e-06,0.0004981937341526344,"RevComm, Inc."
organization_2366,33,8.985875414615848e-06,0.0004981937341526344,Independent Design Engineer
organization_2419,23,0.0011102000108208217,0.0004973256078134169,Indian Institute of Technology Kharagpur
organization_387,14,0.0022077558230269747,0.0004957022220809958,Singapore University of Technology and Design
organization_656,25,0.0008539185768107028,0.0004951069989648926,KU Leuven
organization_788,15,0.0007337134795175468,0.0004902197316268452,ISIR
organization_417,18,0.0017711477752585829,0.0004897465114760684,University of Manchester
organization_1385,17,0.0024501986832880063,0.0004891573608026092,BAAI
organization_800,9,2.9738547610968647e-06,0.00048785796704716616,"University of Maryland, Baltimore County (UMBC)1"
organization_609,21,0.00032140491251724207,0.0004855633708432138,NTU
organization_787,12,0.0024907180417181782,0.00048313007920493077,"Paris, France"
organization_562,22,0.004460712428574967,0.00048264169666146004,Facebook AI Research
organization_95,22,0.0006126072819264999,0.00048049098281030425,University of Pennsylvania
organization_845,12,0.002062756621576903,0.0004800323222567838,Rice University
organization_328,19,0.0012666059110644768,0.00047897389593202686,Dalian University of Technology
organization_1979,13,0.0017941101889235617,0.00047849695240687767,University of Mannheim
organization_2064,25,0.0002832619003732943,0.0004775005869574176,Tano Labs
organization_2278,7,1.7843128566581188e-06,0.000477110225801037,2. University of Waterloo
organization_774,16,0.001446592537758092,0.0004766401036148896,Department of Computer Science
organization_80,24,0.0007481282609089311,0.0004753101712623012,National Institutes of Health
organization_368,21,0.0005708577870074738,0.00047497642423154285,Bar-Ilan University
organization_104,20,0.001151051559735107,0.0004739747632903893,Boston University
organization_67,18,0.0014401631829284926,0.00047250840844913894,Delft University of Technology
organization_580,22,6.143402290763953e-05,0.00047236964067606845,Shanghai Qi Zhi Institute
organization_2492,15,0.0010902539908830909,0.000470745332055836,MIPT
organization_1249,16,0.0011089845397972342,0.00046999793862629647,University of Macau
organization_282,13,0.0020253271106732964,0.0004679405089610997,"Institute of Information Engineering, Chinese Academy of Sciences"
organization_1038,20,0.000711262895816212,0.0004667000891893847,UCAS
organization_1731,19,0.0010843442861271538,0.0004659226292115832,Lawrence Berkeley National Laboratory
organization_1589,17,0.0005838121214506044,0.00046512140805049653,University of Liverpool
organization_1617,21,0.0002987702163719389,0.00046248636882427366,01.AI
organization_718,10,0.0017223004347625714,0.0004621633763990878,NAVER AI Lab
organization_2560,20,0.0013721229851698705,0.0004616976850089455,The University of Manchester
organization_22,20,0.001290366552591601,0.0004616743306328117,University of North Carolina at Chapel Hill
organization_714,22,0.00046489745236722303,0.0004609922401824439,Mila - Quebec AI Institute
organization_395,20,0.0004859516852165078,0.0004609129525998972,Xi’an Jiaotong University
organization_385,20,0.0011134025367341832,0.0004594334211640047,Purdue University
organization_1117,5,8.921564283290594e-07,0.00045862635481467293,"University of Chinese Academy of Sciences, China"
organization_1021,23,0.0006796995729466909,0.0004582845703019907,CMU
organization_386,15,0.0019346069586167506,0.00045601837468926793,"DAMO Academy, Alibaba Group"
organization_326,14,0.001357210502755534,0.0004537173717999805,Tencent PCG
organization_2172,6,1.1895419044387459e-06,0.00045136496363754806,South China University of Technology.
organization_1032,18,0.0009503976999252653,0.0004492664727962354,Saarland University
organization_519,20,0.0007676455068179093,0.0004469568084089668,National Taiwan University
organization_1791,22,0.0006217905515599631,0.0004466545225631941,Roblox
organization_66,2,1.4869273805484324e-07,0.0004448015838921705,Leiden University
organization_1070,2,1.4869273805484324e-07,0.0004448015838921705,"Institute for Infocomm Research (I2R), A*STAR, Singapore"
organization_2162,2,1.4869273805484324e-07,0.0004448015838921705,Okinawa Institute of Science and Technology
organization_1056,2,1.4869273805484324e-07,0.0004448015838921705,IBM Research Almaden
organization_633,22,0.00028941843330772797,0.00044396416661269595,HKU
organization_1668,10,0.005242158802784262,0.00043929383980228744,"Nanyang Technological University, Singapore"
organization_445,14,0.002815279135726625,0.00043689235214746736,Tokyo Institute of Technology
organization_125,22,0.0005194135175446355,0.00043665944249883087,Google Deepmind
organization_1745,19,0.0007511200121994435,0.00043477201338360015,Rensselaer Polytechnic Institute
organization_223,9,0.0027994381793585337,0.00043223458106884266,Upstage AI
organization_1660,7,0.0024007929486334987,0.00042785243336763285,"Shanghai Jiao Tong University, China"
organization_985,20,0.00017183433995407893,0.0004270878034202819,Institute
organization_828,8,0.0020118169828801263,0.00042568633619899935,University of Freiburg
organization_2053,16,0.0009021944189690024,0.0004256319072104622,"Institute of Software, Chinese Academy of Sciences"
organization_768,23,0.00022425056312940156,0.0004235267216730392,Guangdong Laboratory of Artificial Intelligence and Digital Economy (SZ)
organization_242,20,0.0006763789731546339,0.0004222572081467064,Simon Fraser University
organization_29,12,0.001702998532764388,0.000422155162168054,Huawei
organization_773,3,2.9738547610968647e-07,0.000421430473620142,"Senior Member, IEEE"
organization_2529,3,2.9738547610968647e-07,0.000421430473620142,University of Milano-Bicocca
organization_2033,3,2.9738547610968647e-07,0.000421430473620142,North South University
organization_864,3,2.9738547610968647e-07,0.000421430473620142,Indian Institute of Technology
organization_1174,3,2.9738547610968647e-07,0.000421430473620142,Ecole Polytechnique Fédérale de Lausanne (EPFL)
organization_2914,3,2.9738547610968647e-07,0.000421430473620142,University of Florence
organization_3003,3,2.9738547610968647e-07,0.000421430473620142,SimulaMet
organization_170,7,3.1968938681791297e-06,0.0004189266494213318,University of Zurich
organization_319,7,0.001201734708959243,0.00041744608566619384,"Peking University, China"
organization_1119,13,0.0012550410373898672,0.0004166823819671341,Sun Yat-Sen University
organization_1295,19,0.0006353559598675961,0.00041666461039647693,Texas A&M University
organization_1926,17,0.00027169659035084724,0.00041650329560213883,Concordia University
organization_455,16,0.0008456632941760282,0.00041246223397074994,Technion
organization_1913,20,2.3907906229062576e-05,0.00041159840755066986,OpenGVLab
organization_1030,9,0.0016023129452789908,0.00041108452942328845,Czech Technical University in Prague
organization_981,19,0.00010973228181337331,0.0004102606415069859,Laboratory
organization_1825,13,0.0005816218051338712,0.00040768726999125684,CentraleSupélec
organization_1863,4,8.921564283290594e-07,0.0004058722600558912,"University of Maryland, USA"
organization_682,17,0.001009275401436973,0.0004034836349792476,Emory University
organization_2065,22,5.448659130403141e-05,0.0003995018865095557,AI-Research.id
organization_2058,22,5.448659130403141e-05,0.0003995018865095556,Recursal AI
organization_2062,22,5.448659130403141e-05,0.0003995018865095556,Ronsor Labs
organization_2061,22,5.448659130403141e-05,0.0003995018865095556,SynthLabs
organization_2063,22,5.448659130403141e-05,0.0003995018865095556,RWKV Project
organization_2055,22,5.448659130403141e-05,0.0003995018865095556,Wroclaw Tech
organization_2060,22,5.448659130403141e-05,0.0003995018865095556,LuxiTech Co. Ltd.
organization_2057,22,5.448659130403141e-05,0.0003995018865095556,Nextremer Co. Ltd.
organization_2059,22,5.448659130403141e-05,0.0003995018865095556,Charm Therapeutics
organization_2056,22,5.448659130403141e-05,0.0003995018865095556,Dalle Molle Institute for Artificial Intelligence Research
organization_1658,5,0.001201734708959243,0.0003961209685407881,"The University of Tokyo, Japan"
organization_572,13,0.0014271328105623434,0.0003960252031459903,Hugging Face
organization_1134,14,0.0009079648849872969,0.00039532088145202834,Arizona State University
organization_293,5,5.947709522193729e-07,0.00039395499401986237,"Google DeepMind, USA"
organization_2572,16,0.00010995816532863807,0.00039351653907150966,Shanghai Clinical Research and Trial Center
organization_621,12,0.001025661177729031,0.00039321942284842055,Baichuan Inc.
organization_268,14,0.0010595940720600613,0.0003930712300460382,Stability AI
organization_1722,16,0.0005657689014959101,0.00039170329025526196,Central South University
organization_876,17,0.00021590068703313426,0.00039145007519231326,"Shenzhen Institute of Advanced Technology, Chinese Academy of Sciences"
organization_850,17,0.00023069071678741344,0.00039031221141186276,Ant Group
organization_477,16,3.8466536044495576e-05,0.00038865615397727334,Massachusetts General Hospital
organization_1298,9,0.0017689842852540772,0.0003876831456703114,"Department of Automation, Tsinghua University"
organization_880,20,0.0004009580073586886,0.00038729409591912263,Cardiff University
organization_523,19,0.000674075628327115,0.00038475415578527347,MILA
organization_1334,13,0.0010992191555864942,0.0003845176097949228,Kyoto University
organization_1037,15,0.000700329258727838,0.00038299914422493296,CASIA
organization_6,13,0.0005477654309762544,0.0003824828452360238,Northwestern University
organization_3476,5,2.081698332767805e-06,0.0003822347782722296,Brno University of Technology
organization_767,17,0.0003988862762637009,0.00038179098788031045,ModelBest Inc.
organization_228,15,0.00028417947915281515,0.0003814167942523779,Hupan Lab
organization_1400,18,0.000430834376868379,0.00037887610419321644,SJTU
organization_1888,17,0.0005888568302683633,0.00037783377343346273,"The Chinese University of Hong Kong, Shenzhen"
