paper_id,organization_id
paper_463,organization_588
paper_463,organization_589
paper_464,organization_590
paper_464,organization_591
paper_465,organization_592
paper_466,organization_116
paper_466,organization_593
paper_467,organization_95
paper_467,organization_119
paper_469,organization_104
paper_469,organization_594
paper_469,organization_595
paper_471,organization_120
paper_471,organization_15
paper_472,organization_214
paper_472,organization_322
paper_472,organization_273
paper_473,organization_596
paper_474,organization_597
paper_474,organization_151
paper_475,organization_30
paper_475,organization_598
paper_475,organization_261
paper_476,organization_61
paper_478,organization_582
paper_478,organization_599
paper_478,organization_600
paper_478,organization_601
paper_479,organization_602
paper_479,organization_603
paper_479,organization_41
paper_479,organization_604
paper_481,organization_40
paper_481,organization_210
paper_482,organization_62
paper_483,organization_605
paper_484,organization_40
paper_484,organization_395
paper_485,organization_606
paper_486,organization_387
paper_487,organization_607
paper_488,organization_10
paper_488,organization_46
paper_489,organization_608
paper_489,organization_609
paper_489,organization_394
paper_490,organization_250
paper_490,organization_36
paper_491,organization_610
paper_491,organization_28
paper_491,organization_221
paper_491,organization_26
paper_491,organization_232
paper_492,organization_321
paper_492,organization_611
paper_492,organization_612
paper_492,organization_561
paper_493,organization_613
paper_493,organization_614
paper_493,organization_615
paper_494,organization_361
paper_494,organization_616
paper_495,organization_170
paper_496,organization_27
paper_496,organization_617
paper_498,organization_62
paper_498,organization_618
paper_498,organization_451
paper_499,organization_195
paper_499,organization_390
paper_499,organization_582
paper_500,organization_35
paper_500,organization_14
paper_500,organization_619
paper_501,organization_404
paper_501,organization_620
paper_501,organization_41
paper_502,organization_621
paper_502,organization_11
paper_503,organization_107
paper_503,organization_610
paper_504,organization_622
paper_505,organization_35
paper_505,organization_623
paper_507,organization_624
paper_508,organization_250
paper_508,organization_625
paper_509,organization_626
paper_509,organization_627
paper_509,organization_628
paper_510,organization_574
paper_510,organization_15
paper_512,organization_35
paper_513,organization_35
paper_513,organization_36
paper_514,organization_77
paper_514,organization_629
paper_515,organization_35
paper_515,organization_46
paper_515,organization_186
paper_516,organization_630
paper_516,organization_631
paper_517,organization_632
paper_519,organization_633
paper_519,organization_634
paper_519,organization_322
paper_519,organization_40
paper_519,organization_635
paper_519,organization_636
paper_520,organization_53
paper_521,organization_51
paper_521,organization_471
paper_522,organization_15
paper_523,organization_15
paper_524,organization_637
paper_524,organization_638
paper_525,organization_35
paper_525,organization_639
paper_525,organization_640
paper_525,organization_641
paper_525,organization_642
paper_525,organization_643
paper_525,organization_644
paper_525,organization_36
paper_525,organization_437
paper_526,organization_645
paper_527,organization_646
paper_528,organization_206
paper_528,organization_647
paper_528,organization_555
paper_529,organization_107
paper_529,organization_93
paper_530,organization_27
paper_531,organization_24
paper_531,organization_15
paper_532,organization_648
paper_532,organization_649
paper_533,organization_650
paper_533,organization_651
paper_533,organization_652
paper_533,organization_653
paper_533,organization_654
paper_533,organization_655
paper_533,organization_656
paper_533,organization_657
paper_533,organization_539
paper_533,organization_314
paper_533,organization_658
paper_533,organization_48
paper_533,organization_659
paper_533,organization_660
paper_533,organization_661
paper_533,organization_662
paper_533,organization_663
paper_533,organization_664
paper_533,organization_665
paper_534,organization_50
paper_534,organization_666
paper_536,organization_321
paper_536,organization_667
paper_536,organization_76
paper_536,organization_565
paper_537,organization_300
paper_537,organization_64
paper_538,organization_36
paper_539,organization_213
paper_540,organization_361
paper_540,organization_550
paper_541,organization_668
paper_541,organization_122
paper_541,organization_669
paper_542,organization_670
paper_542,organization_671
paper_542,organization_672
paper_543,organization_40
paper_544,organization_673
paper_544,organization_674
paper_544,organization_675
paper_544,organization_676
paper_545,organization_271
paper_545,organization_117
paper_545,organization_118
paper_546,organization_22
paper_547,organization_62
paper_547,organization_561
paper_548,organization_677
paper_548,organization_678
paper_548,organization_551
paper_549,organization_107
paper_549,organization_36
paper_550,organization_35
paper_550,organization_471
paper_551,organization_35
paper_552,organization_679
paper_552,organization_680
paper_553,organization_681
paper_553,organization_124
paper_554,organization_682
paper_555,organization_683
paper_555,organization_154
paper_555,organization_155
paper_556,organization_250
paper_557,organization_684
paper_557,organization_685
paper_557,organization_686
paper_557,organization_687
paper_557,organization_688
paper_557,organization_689
paper_558,organization_35
paper_558,organization_122
paper_558,organization_76
paper_558,organization_555
paper_559,organization_26
paper_559,organization_40
paper_560,organization_154
paper_561,organization_63
paper_562,organization_12
paper_562,organization_690
paper_562,organization_313
paper_563,organization_120
paper_563,organization_41
paper_564,organization_691
paper_564,organization_692
paper_564,organization_693
paper_565,organization_123
paper_565,organization_124
paper_566,organization_230
paper_567,organization_76
paper_567,organization_15
paper_567,organization_37
paper_567,organization_313
paper_567,organization_694
paper_567,organization_695
paper_568,organization_696
paper_568,organization_697
paper_568,organization_698
paper_569,organization_35
paper_569,organization_404
paper_569,organization_699
paper_569,organization_437
paper_570,organization_149
paper_571,organization_700
paper_572,organization_36
paper_573,organization_395
paper_573,organization_64
paper_574,organization_701
paper_574,organization_702
paper_575,organization_15
paper_576,organization_703
paper_576,organization_704
paper_576,organization_705
paper_577,organization_35
paper_577,organization_706
paper_579,organization_48
paper_580,organization_707
paper_580,organization_708
paper_581,organization_709
paper_581,organization_437
paper_582,organization_710
paper_582,organization_711
paper_583,organization_48
paper_584,organization_712
paper_584,organization_260
paper_584,organization_451
paper_584,organization_321
paper_585,organization_713
paper_585,organization_714
paper_585,organization_36
paper_585,organization_715
paper_585,organization_716
paper_585,organization_717
paper_586,organization_718
paper_586,organization_24
paper_586,organization_719
paper_587,organization_720
paper_587,organization_721
paper_587,organization_722
paper_587,organization_723
paper_588,organization_724
paper_588,organization_725
paper_588,organization_726
paper_588,organization_727
paper_589,organization_24
paper_590,organization_206
paper_591,organization_122
paper_592,organization_728
paper_592,organization_729
paper_592,organization_730
paper_593,organization_690
paper_593,organization_313
paper_594,organization_731
paper_594,organization_732
paper_594,organization_733
paper_594,organization_734
paper_595,organization_24
paper_595,organization_735
paper_596,organization_736
paper_596,organization_76
paper_596,organization_445
paper_596,organization_737
paper_597,organization_465
paper_597,organization_645
paper_597,organization_200
paper_597,organization_738
paper_598,organization_193
paper_598,organization_36
paper_599,organization_739
paper_599,organization_451
paper_600,organization_48
paper_600,organization_96
paper_603,organization_30
paper_603,organization_471
paper_604,organization_50
paper_604,organization_41
paper_604,organization_565
paper_605,organization_41
paper_606,organization_740
paper_606,organization_741
paper_606,organization_2
paper_606,organization_594
paper_606,organization_220
paper_606,organization_41
paper_606,organization_742
paper_607,organization_561
paper_607,organization_743
paper_608,organization_656
paper_608,organization_104
paper_608,organization_299
paper_609,organization_46
paper_609,organization_744
paper_609,organization_8
paper_609,organization_71
paper_610,organization_745
paper_610,organization_746
paper_610,organization_135
paper_611,organization_747
paper_611,organization_748
paper_612,organization_329
paper_612,organization_124
paper_613,organization_40
paper_613,organization_216
paper_614,organization_749
paper_614,organization_750
paper_614,organization_25
paper_614,organization_751
paper_615,organization_10
paper_616,organization_752
paper_616,organization_670
paper_617,organization_753
paper_617,organization_754
paper_618,organization_755
paper_618,organization_11
paper_618,organization_756
paper_619,organization_757
paper_619,organization_758
paper_620,organization_36
paper_620,organization_437
paper_621,organization_386
paper_621,organization_328
paper_622,organization_79
paper_622,organization_759
paper_622,organization_36
paper_622,organization_15
paper_623,organization_386
paper_624,organization_760
paper_624,organization_555
paper_625,organization_2
paper_625,organization_299
paper_626,organization_278
paper_626,organization_51
paper_627,organization_35
paper_627,organization_25
paper_628,organization_761
paper_629,organization_762
paper_630,organization_119
paper_631,organization_763
paper_631,organization_28
paper_632,organization_764
paper_632,organization_30
paper_632,organization_765
paper_632,organization_766
paper_632,organization_767
paper_633,organization_768
paper_633,organization_130
paper_634,organization_35
paper_634,organization_539
paper_634,organization_769
paper_634,organization_107
paper_634,organization_2
paper_634,organization_221
paper_634,organization_770
paper_634,organization_211
paper_634,organization_188
paper_634,organization_313
paper_634,organization_50
paper_634,organization_345
paper_634,organization_437
paper_635,organization_476
paper_635,organization_771
paper_635,organization_772
paper_636,organization_773
paper_637,organization_154
paper_638,organization_26
paper_638,organization_119
paper_638,organization_774
paper_638,organization_767
paper_639,organization_775
paper_640,organization_776
paper_640,organization_777
paper_640,organization_24
paper_641,organization_95
paper_642,organization_778
paper_643,organization_779
paper_643,organization_780
paper_643,organization_781
paper_644,organization_782
paper_644,organization_783
paper_644,organization_784
paper_644,organization_36
paper_644,organization_156
