node_id,paper_id,publish_date,title
paper_94,2312.13503,2023-12-21,InfoVisDial: An Informative Visual Dialogue Dataset by Bridging Large Multimodal and Language Models
paper_95,2305.11147,2023-05-18,UniControl: A Unified Diffusion Model for Controllable Visual Generation In the Wild
paper_96,2308.08520,2023-08-16,Painter: Teaching Auto-regressive Language Models to Draw Sketches
paper_97,2305.10722,2023-05-18,Discffusion: Discriminative Diffusion Models as Few-shot Vision and Language Learners
paper_98,2305.11173,2023-05-18,Going Denser with Open-Vocabulary Part Segmentation
paper_99,2305.11129,2023-05-18,mLongT5: A Multilingual and Efficient Text-To-Text Transformer for Longer Sequences
paper_100,2203.10133,2022-03-18,Probing Factually Grounded Content Transfer with Factual Ablation
paper_101,2305.10841,2023-05-18,GETMusic: Generating Any Music Tracks with a Unified Representation and Diffusion Framework
paper_102,2412.09858,2024-12-13,RLDG: Robotic Generalist Policy Distillation via Reinforcement Learning
paper_103,2301.08577,2023-01-20,Ontology Pre-training for Poison Prediction
paper_104,2302.09746,2023-02-20,PriSTI: A Conditional Diffusion Framework for Spatiotemporal Imputation
paper_105,2305.10474,2023-05-17,Preserve Your Own Correlation: A Noise Prior for Video Diffusion Models
paper_106,2211.04198,2022-11-08,Third-Party Aligner for Neural Word Alignments
paper_107,2305.11846,2023-05-19,Any-to-Any Generation via Composable Diffusion
paper_108,2305.11870,2023-05-19,Chupa: Carving 3D Clothed Humans from Skinned Shape Priors using 2D Diffusion Probabilistic Models
paper_109,2410.04529,2024-10-06,In-Place Panoptic Radiance Field Segmentation with Perceptual Prior for 3D Scene Understanding
paper_110,2305.11337,2023-05-18,RoomDreamer: Text-Driven 3D Indoor Scene Synthesis with Coherent Geometry and Texture
paper_111,2305.11675,2023-05-19,Cinematic Mindscapes: High-quality Video Reconstruction from Brain Activity
paper_112,2402.18510,2024-02-28,RNNs are not Transformers (Yet): The Key Bottleneck on In-context Retrieval
paper_113,2401.04518,2024-01-09,The Critique of Critique
paper_114,2102.08190,2021-02-11,Four Generations of Control Theory Development ?
paper_115,2407.00626,2024-06-30,Maximum Entropy Inverse Reinforcement Learning of Diffusion Models with Energy-Based Models
paper_116,2305.11854,2023-05-19,Multimodal Web Navigation with Instruction-Finetuned Foundation Models
paper_117,2305.11841,2023-05-19,How Does Generative Retrieval Scale to Millions of Passages?
paper_118,2311.08396,2023-11-14,Zero-shot audio captioning with audio-language model guidance and audio context keywords
paper_119,2411.09849,2024-11-14,Self-Supervised Radio Pre-training: Toward Foundational Models for Spectrogram Learning
paper_120,2305.11364,2023-05-19,Visualizing Linguistic Diversity of Text Datasets Synthesized by Large Language Models
paper_121,2305.11694,2023-05-19,QUEST: A Retrieval Dataset of Entity-Seeking Queries with Implicit Set Operations
paper_122,2305.11863,2023-05-19,Scaling laws for language encoding models in fMRI
paper_123,2305.11840,2023-05-19,SeeGULL: A Stereotype Benchmark with Broad Geo-Cultural Coverage Leveraging Generative Models
paper_124,2305.11759,2023-05-19,Controlling the Extraction of Memorized Data from Large Language Models via Prompt-Tuning
paper_125,2305.11598,2023-05-19,Introspective Tips: Large Language Model for In-Context Decision Making
paper_126,2305.11541,2023-05-19,Empower Large Language Model to Perform Better on Industrial Domain-Specific Question Answering
paper_127,2305.11308,2023-05-18,MCD: A Model-Agnostic Counterfactual Search Method For Multi-modal Design Modifications
paper_128,2305.11243,2023-05-18,Comparing Machines and Children: Using Developmental Psychology Experiments to Assess the Strengths and Weaknesses of LaMDA Responses
paper_129,1805.09485,2018-05-24,Why developers cannot embed privacy into software systems? An empirical investigation
paper_130,2309.16119,2023-09-28,ModuLoRA: Finetuning 2-Bit LLMs on Consumer GPUs by Integrating with Modular Quantizers
paper_131,2305.14233,2023-05-23,Enhancing Chat Language Models by Scaling High-quality Instructional Conversations
paper_132,2305.14201,2023-05-23,Goat: Fine-tuned LLaMA Outperforms GPT-4 on Arithmetic Tasks
paper_133,2305.13534,2023-05-22,How Language Model Hallucinations Can Snowball
paper_134,2407.15835,2024-07-22,dMel: Speech Tokenization made Simple
paper_135,2405.13565,2024-05-22,AI-Assisted Assessment of Coding Practices in Modern Code Review
paper_136,2305.13304,2023-05-22,RecurrentGPT: Interactive Generation of (Arbitrarily) Long Text
paper_137,2305.13786,2023-05-23,Perception Test: A Diagnostic Benchmark for Multimodal Video Models
paper_138,2305.13735,2023-05-23,Aligning Large Language Models through Synthetic Feedback
paper_139,2305.12487,2023-05-21,Augmenting Autotelic Agents with Large Language Models
paper_140,2305.12001,2023-05-19,OPT-R: Exploring the Role of Explanations in Finetuning and Prompting for Reasoning Skills of Large Language Models
paper_141,2410.04795,2024-10-07,Representing the Under-Represented: Cultural and Core Capability Benchmarks for Developing Thai Large Language Models
paper_142,1701.00257,2017-01-01,Analyzing PFG anisotropic anomalous diffusions by instantaneous signal attenuation method
paper_143,2405.09076,2024-05-15,Enhancing Airline Customer Satisfaction: A Machine Learning and Causal Analysis Approach
paper_144,2305.15038,2023-05-24,Is GPT-4 a Good Data Analyst?
paper_145,2305.14540,2023-05-23,LLMs as Factual Reasoners: Insights from Existing Benchmarks and Beyond
paper_146,2205.10330,2022-05-20,"A Review of Safe Reinforcement Learning: Methods, Theory and Applications"
paper_147,2204.03896,2022-04-08,Advancing Semi-Supervised Learning for Automatic Post-Editing: Data-Synthesis by Mask-Infilling with Erroneous Terms
paper_148,2305.14564,2023-05-23,PEARL: Prompting Large Language Models to Plan and Execute Actions Over Long Documents
paper_149,2401.00909,2023-12-31,Taming Mode Collapse in Score Distillation for Text-to-3D Generation
paper_150,2406.16294,2024-06-24,"LangSuitE: Planning, Controlling and Interacting with Large Language Models in Embodied Text Environments"
paper_151,2305.15717,2023-05-25,The False Promise of Imitating Proprietary LLMs
paper_152,2403.02887,2024-03-05,Enhancing the Rate-Distortion-Perception Flexibility of Learned Image Codecs with Conditional Diffusion Decoders
paper_153,2305.15779,2023-05-25,Custom-Edit: Text-Guided Image Editing with Customized Diffusion Models
paper_154,2306.00281,2023-06-01,Transfer Learning for Underrepresented Music Generation
paper_155,2410.21981,2024-10-29,Wasserstein asymptotics for empirical measures of diffusions on four dimensional closed manifolds
paper_156,2305.15581,2023-05-24,Unsupervised Semantic Correspondence Using Stable Diffusion
paper_157,2405.13870,2024-05-22,FreeCustom: Tuning-Free Customized Image Generation for Multi-Concept Composition
paper_158,2305.16380,2023-05-25,Scan and Snap: Understanding Training Dynamics and Token Composition in 1-layer Transformer
paper_159,2305.16960,2023-05-26,Training Socially Aligned Language Models on Simulated Social Interactions
paper_160,2202.03371,2022-02-07,Cedille: A large autoregressive French language model
paper_161,1808.10000,2018-08-29,Grammar Induction with Neural Language Models: An Unusual Replication
paper_162,2305.16338,2023-05-24,Think Before You Act: Decision Transformers with Working Memory
paper_163,2305.17066,2023-05-26,Mindstorms in Natural Language-Based Societies of Mind
paper_164,2312.06193,2023-12-11,DisControlFace: Adding Disentangled Control to Diffusion Autoencoder for One-shot Explicit Facial Image Editing
paper_165,2412.00357,2024-11-30,Safety Alignment Backfires: Preventing the Re-emergence of Suppressed Concepts in Fine-tuned Text-to-Image Diffusion Models
paper_166,2305.17126,2023-05-26,Large Language Models as Tool Makers
paper_167,2305.16843,2023-05-26,Randomized Positional Encodings Boost Length Generalization of Transformers
paper_168,2305.16999,2023-05-26,Three Towers: Flexible Contrastive Learning with Pretrained Image Models
paper_169,2305.16867,2023-05-26,Playing repeated games with Large Language Models
paper_170,2501.01205,2025-01-02,Harnessing Multi-Agent LLMs for Complex Engineering Problem-Solving: A Framework for Senior Design Projects
paper_171,2405.19156,2024-05-29,Beyond Discrepancy: A Closer Look at the Theory of Distribution Shift
paper_172,2305.16958,2023-05-26,MixCE: Training Autoregressive Language Models by Mixing Forward and Reverse Cross-Entropies
paper_173,2305.16806,2023-05-26,Do GPTs Produce Less Literal Translations?
paper_174,2310.12751,2023-10-19,Character-level Chinese Backpack Language Models
paper_175,2305.16635,2023-05-26,Impossible Distillation: from Low-Quality Model to High-Quality Dataset & Model for Summarization and Paraphrasing
paper_176,2305.16349,2023-05-24,Lexinvariant Language Models
paper_177,2403.17631,2024-03-26,AniArtAvatar: Animatable 3D Art Avatar from a Single Image
paper_178,2309.10020,2023-09-18,Multimodal Foundation Models: From Specialists to General-Purpose Assistants
paper_179,2305.18295,2023-05-29,RAPHAEL: Text-to-Image Generation via Large Mixture of Diffusion Paths
paper_180,2310.08465,2023-10-12,MotionDirector: Motion Customization of Text-to-Video Diffusion Models
paper_181,2401.15328,2024-01-27,Equipping Language Models with Tool Use Capability for Tabular Data Analysis in Finance
paper_182,2305.18365,2023-05-27,What can Large Language Models do in chemistry? A comprehensive benchmark on eight tasks
paper_183,2210.08465,2022-10-16,Character-Centric Story Visualization via Visual Planning and Token Alignment
paper_184,2305.18274,2023-05-29,Reconstructing the Mind's Eye: fMRI-to-Image with Contrastive Learning and Diffusion Priors
paper_185,2305.18098,2023-05-29,BigTranslate: Augmenting Large Language Models with Multilingual Translation Capability over 100 Languages
paper_186,2012.11849,2020-12-22,Selective Forgetting of Deep Networks at a Finer Level than Samples
paper_187,2308.03028,2023-08-06,Pre-Trained Large Language Models for Industrial Control
paper_188,2311.13581,2023-11-22,PaSS: Parallel Speculative Sampling
paper_189,2410.10816,2024-10-14,LVD-2M: A Long-take Video Dataset with Temporally Dense Captions
paper_190,2404.05717,2024-04-08,SwapAnything: Enabling Arbitrary Object Swapping in Personalized Visual Editing
paper_191,2305.17144,2023-05-25,Ghost in the Minecraft: Generally Capable Agents for Open-World Environments via Large Language Models with Text-based Knowledge and Memory
paper_192,2410.10168,2024-10-14,First Creating Backgrounds Then Rendering Texts: A New Paradigm for Visual Text Blending
paper_193,2310.18075,2023-10-27,DUMA: a Dual-Mind Conversational Agent with Fast and Slow Thinking
paper_194,2305.17306,2023-05-26,Chain-of-Thought Hub: A Continuous Effort to Measure Large Language Models' Reasoning Performance
paper_195,2002.06810,2020-02-17,Discernible Image Compression
paper_196,2404.19317,2024-04-30,Revisiting N-Gram Models: Their Impact in Modern Neural Networks for Handwritten Text Recognition
paper_197,2411.03862,2024-11-06,ROBIN: Robust and Invisible Watermarks for Diffusion Models with Adversarial Optimization
paper_198,2312.07280,2023-12-12,Towards Equipping Transformer with the Ability of Systematic Compositionality
paper_199,2502.06764,2025-02-10,History-Guided Video Diffusion
paper_200,2305.12529,2023-05-21,DreamWaltz: Make a Scene with Complex 3D Animatable Avatars
paper_201,2305.18729,2023-05-30,Real-World Image Variation by Aligning Diffusion Inversion Chain
paper_202,2408.06227,2024-08-12,FLEURS-R: A Restored Multilingual Speech Corpus for Generation Tasks
paper_203,2305.19234,2023-05-30,Grammar Prompting for Domain-Specific Language Generation with Large Language Models
paper_204,1903.00089,2019-02-28,Massively Multilingual Neural Machine Translation
paper_205,2405.03423,2024-05-06,Generalized Baer and Generalized Quasi-Baer Rings of Skew Generalized Power Series
paper_206,2305.19245,2023-05-30,AlteredAvatar: Stylizing Dynamic 3D Avatars with Fast Style Adaptation
paper_207,1306.1358,2013-06-06,Geometric operations implemented by conformal geometric algebra neural nodes
paper_208,2108.04238,2021-08-08,TDLS: A Top-Down Layer Searching Algorithm for Generating Counterfactual Visual Explanation
paper_209,2305.19066,2023-05-30,Nested Diffusion Processes for Anytime Image Generation
paper_210,2306.00890,2023-06-01,LLaVA-Med: Training a Large Language-and-Vision Assistant for Biomedicine in One Day
paper_211,2403.06363,2024-03-11,Say Anything with Any Style
paper_212,2305.19452,2023-05-30,"Bigger, Better, Faster: Human-level Atari with human-level efficiency"
paper_213,2305.19370,2023-05-30,Blockwise Parallel Transformer for Large Context Models
paper_214,2305.20086,2023-05-31,Understanding and Mitigating Copying in Diffusion Models
paper_215,2306.00622,2023-06-01,ReviewerGPT? An Exploratory Study on Using Large Language Models for Paper Reviewing
paper_216,2305.20088,2023-05-31,Improving CLIP Training with Language Rewrites
paper_217,2305.20082,2023-05-31,Control4D: Efficient 4D Portrait Editing with Text
paper_218,2309.16984,2023-09-29,Consistency Models as a Rich and Efficient Policy Class for Reinforcement Learning
paper_219,2404.07351,2024-04-10,A Transformer-Based Model for the Prediction of Human Gaze Behavior on Videos
paper_220,2305.20010,2023-05-31,Human or Not? A Gamified Approach to the Turing Test
paper_221,2305.19835,2023-05-31,Deliberate then Generate: Enhanced Prompting Framework for Text Generation
paper_222,2305.19472,2023-05-31,PlaSma: Making Small Language Models Better Procedural Knowledge Models for (Counterfactual) Planning
paper_223,2306.07377,2023-06-12,Lost in Translation: Large Language Models in Non-English Content Analysis
paper_224,2306.00980,2023-06-01,SnapFusion: Text-to-Image Diffusion Model on Mobile Devices within Two Seconds
paper_225,1606.00540,2016-06-02,Multi-pretrained Deep Neural Network
paper_226,2306.00378,2023-06-01,Example-based Motion Synthesis via Generative Motion Matching
paper_227,2306.00238,2023-05-31,Bytes Are All You Need: Transformers Operating Directly On File Bytes
paper_228,2410.21314,2024-10-25,Decoding Diffusion: A Scalable Framework for Unsupervised Analysis of Latent Space Biases and Representations Using Natural Language Prompts
paper_229,2306.00943,2023-06-01,Make-Your-Video: Customized Video Generation Using Textual and Structural Guidance
paper_230,2306.00984,2023-06-01,StableRep: Synthetic Images from Text-to-Image Models Make Strong Visual Representation Learners
paper_231,2311.17057,2023-11-28,ReMoS: 3D Motion-Conditioned Reaction Synthesis for Two-Person Interactions
paper_232,2308.11276,2023-08-22,Music Understanding LLaMA: Advancing Text-to-Music Generation with Question Answering and Captioning
paper_233,2306.00926,2023-06-01,Inserting Anybody in Diffusion Models via Celeb Basis
paper_234,1404.5085,2014-04-21,Lie algebraic discussions for time-inhomogeneous linear birth-death processes with immigration
paper_235,2306.00029,2023-05-31,CodeTF: One-stop Transformer Library for State-of-the-art Code LLM
paper_236,2306.00110,2023-05-31,MuseCoco: Generating Symbolic Music from Text
paper_237,2412.05827,2024-12-08,Self-Guidance: Boosting Flow and Diffusion Generation on Their Own
paper_238,2306.00956,2023-06-01,The ObjectFolder Benchmark: Multisensory Learning with Neural and Real Objects
paper_239,2306.00148,2023-05-31,SafeDiffuser: Safe Planning with Diffusion Probabilistic Models
paper_240,2308.12719,2023-08-24,Sharp volume and multiplicity bounds for Fano simplices
paper_241,2405.19301,2024-05-29,Safe and Efficient Estimation for Robotics through the Optimal Use of Resources
paper_242,2306.02707,2023-06-05,Orca: Progressive Learning from Complex Explanation Traces of GPT-4
paper_243,2306.01116,2023-06-01,"The RefinedWeb Dataset for Falcon LLM: Outperforming Curated Corpora with Web Data, and Web Data Only"
paper_244,2410.02207,2024-10-03,Adapting Segment Anything Model to Melanoma Segmentation in Microscopy Slide Images
paper_245,2404.11791,2024-04-17,Consolidating Ranking and Relevance Predictions of Large Language Models through Post-Processing
paper_246,2310.17630,2023-10-26,InstOptima: Evolutionary Multi-objective Instruction Optimization via Large Language Model-based Instruction Operators
paper_247,2306.01693,2023-06-02,Fine-Grained Human Feedback Gives Better Rewards for Language Model Training
paper_248,2306.01684,2023-06-02,Harnessing large-language models to generate private synthetic text
paper_249,2306.03024,2023-06-05,PokemonChat: Auditing ChatGPT for Pokémon Universe Knowledge
paper_250,2306.01242,2023-06-02,Responsible Task Automation: Empowering Large Language Models as Responsible Task Automators
paper_251,2306.01694,2023-06-02,Evaluating Language Models for Mathematics through Interactions
paper_252,2406.12925,2024-06-14,GLiNER multi-task: Generalist Lightweight Model for Various Information Extraction Tasks
paper_253,2306.01160,2023-06-01,Faster Causal Attention Over Large Sequences Through Sparse Flash Attention
paper_254,2306.01061,2023-06-01,Reimagining Retrieval Augmented Language Models for Answering Queries
paper_255,2308.07921,2023-08-15,Solving Challenging Math Word Problems Using GPT-4 Code Interpreter with Code-based Self-Verification
paper_256,2311.12919,2023-11-21,SPOT! Revisiting Video-Language Models for Event Understanding
paper_257,2306.02254,2023-06-04,A Technical Report for Polyglot-Ko: Open-Source Large-Scale Korean Language Models
paper_258,1201.0979,2012-01-04,"Sciduction: Combining Induction, Deduction, and Structure for Verification and Synthesis"
paper_259,2106.03348,2021-06-07,ViTAE: Vision Transformer Advanced by Exploring Intrinsic Inductive Bias
paper_260,2302.14503,2023-02-28,Can We Use Diffusion Probabilistic Models for 3D Motion Prediction?
paper_261,2306.03038,2023-06-05,HeadSculpt: Crafting 3D Head Avatars with Text
paper_262,2401.12992,2024-01-17,TranSentence: Speech-to-speech Translation via Language-agnostic Sentence-level Speech Encoding without Language-parallel Data
paper_263,2306.03203,2023-06-05,A Static Evaluation of Code Completion by Large Language Models
paper_264,2306.01841,2023-06-02,Binary and Ternary Natural Language Generation
paper_265,2306.01923,2023-06-02,The Surprising Effectiveness of Diffusion Models for Optical Flow and Monocular Depth Estimation
paper_266,2306.03819,2023-06-06,LEACE: Perfect linear concept erasure in closed form
paper_267,2306.03460,2023-06-06,Natural Language Commanding via Program Synthesis
paper_268,2306.03438,2023-06-06,Large Language Models of Code Fail at Completing Code with Potential Bugs
paper_269,2407.20868,2024-07-30,A Comparative Study of Neural Surface Reconstruction for Scientific Visualization
paper_270,2306.01741,2023-05-10,GPT Models Meet Robotic Applications: Co-Speech Gesturing Chat System
paper_271,2306.02245,2023-06-04,SAM3D: Zero-Shot 3D Object Detection via Segment Anything Model
paper_272,2306.02531,2023-06-05,PLANNER: Generating Diversified Paragraph via Latent Language Diffusion Model
paper_273,2403.13315,2024-03-20,PuzzleVQA: Diagnosing Multimodal Reasoning Challenges of Language Models with Abstract Visual Patterns
paper_274,2303.11790,2023-03-21,Probabilistic Domain Adaptation for Biomedical Image Segmentation
paper_275,2306.01754,2023-05-23,"Transformer-based Vulnerability Detection in Code at EditTime: Zero-shot, Few-shot, or Fine-tuning?"
paper_276,2306.03514,2023-06-06,Recognize Anything: A Strong Image Tagging Model
paper_277,2306.04387,2023-06-07,M$^3$IT: A Large-Scale Dataset towards Multi-Modal Multilingual Instruction Tuning
paper_278,2306.03504,2023-06-06,Ada-TTA: Towards Adaptive High-Quality Text-to-Talking Avatar Synthesis
paper_279,2306.03881,2023-06-06,Emergent Correspondence from Image Diffusion
paper_280,2306.04140,2023-06-07,Increasing Diversity While Maintaining Accuracy: Text Data Generation with Large Language Models and Human Interventions
paper_281,2306.04076,2023-06-07,Text-only Domain Adaptation using Unified Speech-Text Representation in Transducer
paper_282,2005.14424,2020-05-29,SAFER: A Structure-free Approach for Certified Robustness to Adversarial Word Substitutions
paper_283,2306.04009,2023-06-06,Triggering Multi-Hop Reasoning for Question Answering in Language Models using Soft Prompts and Random Walks
